item_id,order_id,user_id,product_name,category,brand,quantity,unit_price_sgd,line_total_sgd,on_promotion
I0000670,O000145,U0021,Scouring Pad,Kitchen Essentials,3M,1,21.91,21.91,True
I0000671,O000146,U0021,Dish Soap,Kitchen Essentials,3M,1,12.73,12.73,False
I0000672,O000146,U0021,Dish Soap,Kitchen Essentials,Glad,1,17.14,17.14,False
I0000673,O000146,U0021,Cling Wrap,Kitchen Essentials,3M,1,10.33,10.33,False
I0000674,O000146,U0021,Bar Soap,Toiletries and Personal Care,Darlie,2,19.29,38.58,False
I0000675,O000147,U0021,Baby Lotion,Baby and Family Care,Mamypoko,2,17.13,34.26,False
I0000676,O000147,U0021,Ziplock Bags,Kitchen Essentials,Glad,1,1.57,1.57,False
I0000677,O000147,U0021,Kitchen Roll,Kitchen Essentials,Sunlight,3,4.39,13.17,False
I0000678,O000147,U0021,Bottle Brush,Kitchen Essentials,Scotch-Brite,2,12.12,24.24,False
I0000679,O000148,U0021,Scouring Pad,Kitchen Essentials,Glad,1,16.39,16.39,False
I0000680,O000148,U0021,Scouring Pad,Kitchen Essentials,Glad,3,11.94,35.82,False
I0000681,O000148,U0021,Dish Rack,Kitchen Essentials,Sunlight,2,11.56,23.12,False
I0000682,O000149,U0021,Toothbrush,Toiletries and Personal Care,Nivea,1,18.23,18.23,False
I0000683,O000149,U0021,Baby Wipes,Baby and Family Care,Kotex,1,4.5,4.5,False
I0000684,O000150,U0021,Laundry Detergent,Laundry,Downy,2,23.94,47.88,False
I0000685,O000150,U0021,Cling Wrap,Kitchen Essentials,Scotch-Brite,1,19.2,19.2,False
I0000686,O000150,U0021,Rubber Bands,Kitchen Essentials,Sunlight,1,23.33,23.33,False
I0000687,O000150,U0021,Aluminium Foil,Kitchen Essentials,Scotch-Brite,3,7.55,22.65,False
I0000688,O000150,U0021,Broom,Cleaning Supplies,Cif,3,16.39,49.17,False
I0000689,O000150,U0021,Mouthwash,Toiletries and Personal Care,Pantene,3,19.51,58.53,False
I0000690,O000151,U0021,Shaving Cream,Toiletries and Personal Care,Gatsby,3,19.95,59.85,False
I0000691,O000151,U0021,Cling Wrap,Kitchen Essentials,Scotch-Brite,2,4.22,8.44,True
I0000692,O000151,U0021,Bottle Brush,Kitchen Essentials,3M,1,19.0,19.0,True
I0000693,O000151,U0021,Ziplock Bags,Kitchen Essentials,Giant Brand,3,18.82,56.46,False
I0000694,O000151,U0021,Cling Wrap,Kitchen Essentials,Giant Brand,2,9.01,18.02,False
I0000695,O000151,U0021,Baby Wipes,Baby and Family Care,Mamypoko,3,17.1,51.3,False
I0000696,O000151,U0021,Dish Soap,Kitchen Essentials,3M,2,8.92,17.84,False
I0000697,O000152,U0021,Dish Rack,Kitchen Essentials,Glad,1,19.06,19.06,False
I0000698,O000152,U0021,Glass Cleaner,Cleaning Supplies,Giant Brand,2,8.76,17.52,False
I0000699,O000152,U0021,Bottle Brush,Kitchen Essentials,3M,2,16.33,32.66,True
I0000700,O000152,U0021,Rubber Bands,Kitchen Essentials,Sunlight,2,5.09,10.18,False
I0000701,O000152,U0021,Feminine Wash,Baby and Family Care,Mamypoko,3,18.79,56.37,False
I0000702,O000152,U0021,Nappy Rash Cream,Baby and Family Care,Dettol,3,10.71,32.13,False
I0000703,O000152,U0021,Nappy Rash Cream,Baby and Family Care,Mamypoko,1,14.38,14.38,False
I0000704,O000153,U0022,Matches,Kitchen Essentials,Glad,2,17.86,35.72,True
I0000705,O000153,U0022,Facial Cleanser,Toiletries and Personal Care,Dove,1,9.1,9.1,False
I0000706,O000153,U0022,Multi-Purpose Spray,Cleaning Supplies,Mr Muscle,2,16.88,33.76,False
I0000707,O000153,U0022,Candles,Kitchen Essentials,Glad,1,6.43,6.43,False
I0000708,O000153,U0022,Laundry Detergent,Laundry,Vanish,3,21.62,64.86,True
I0000709,O000154,U0022,Rubber Gloves,Cleaning Supplies,Dettol,1,9.86,9.86,False
I0000710,O000154,U0022,Broom,Cleaning Supplies,Giant Brand,3,9.45,28.35,False
I0000711,O000154,U0022,Aluminium Foil,Kitchen Essentials,Scotch-Brite,1,4.29,4.29,False
I0000712,O000154,U0022,Bottle Brush,Kitchen Essentials,Scotch-Brite,3,19.01,57.03,False
I0000713,O000154,U0022,Ziplock Bags,Kitchen Essentials,Sunlight,2,21.83,43.66,False
I0000714,O000155,U0022,Laundry Detergent,Laundry,Dynamo,1,3.44,3.44,False
I0000715,O000155,U0022,Dryer Sheets,Laundry,Downy,1,15.29,15.29,False
I0000716,O000155,U0022,Dryer Sheets,Laundry,Attack,1,10.52,10.52,False
I0000717,O000155,U0022,Toothpaste,Toiletries and Personal Care,Nivea,1,3.84,3.84,True
I0000718,O000155,U0022,Baby Wipes,Baby and Family Care,Kotex,1,11.03,11.03,False
I0000719,O000155,U0022,Dish Rack,Kitchen Essentials,3M,2,3.0,6.0,False
I0000720,O000155,U0022,Dryer Sheets,Laundry,Downy,3,22.59,67.77,True
I0000721,O000156,U0022,Kitchen Roll,Kitchen Essentials,Sunlight,1,4.53,4.53,True
I0000722,O000156,U0022,Dish Rack,Kitchen Essentials,Glad,1,3.49,3.49,True
I0000723,O000156,U0022,Dish Rack,Kitchen Essentials,Scotch-Brite,2,24.46,48.92,False
I0000724,O000156,U0022,Fabric Softener,Laundry,Attack,2,16.99,33.98,False
I0000725,O000156,U0022,Kitchen Roll,Kitchen Essentials,3M,2,15.75,31.5,False
I0000726,O000156,U0022,Ziplock Bags,Kitchen Essentials,Sunlight,1,2.36,2.36,True
I0000727,O000157,U0022,Scouring Pad,Kitchen Essentials,Glad,2,4.52,9.04,False
I0000728,O000157,U0022,Dish Soap,Kitchen Essentials,Glad,2,16.77,33.54,True
I0000729,O000157,U0022,Dish Soap,Kitchen Essentials,Giant Brand,3,4.87,14.61,True
I0000730,O000157,U0022,Dish Soap,Kitchen Essentials,Scotch-Brite,3,10.25,30.75,False
I0000731,O000157,U0022,Dishwasher Tablets,Kitchen Essentials,Scotch-Brite,2,20.81,41.62,False
I0000732,O000157,U0022,Shaving Cream,Toiletries and Personal Care,Dove,3,7.32,21.96,False
I0000733,O000158,U0022,Kitchen Roll,Kitchen Essentials,Sunlight,2,22.87,45.74,False
I0000734,O000158,U0022,Washing Machine Cleaner,Laundry,Vanish,1,3.8,3.8,False
I0000735,O000158,U0022,Dryer Sheets,Laundry,Dynamo,1,13.87,13.87,False
I0000736,O000158,U0022,Candles,Kitchen Essentials,Sunlight,3,9.7,29.1,False
I0000737,O000158,U0022,Dish Soap,Kitchen Essentials,3M,1,22.57,22.57,True
I0000738,O000158,U0022,Shaving Cream,Toiletries and Personal Care,Pantene,2,20.44,40.88,False
I0000739,O000159,U0022,Laundry Detergent,Laundry,Attack,3,5.15,15.45,True
I0000740,O000159,U0022,Dish Soap,Kitchen Essentials,Sunlight,3,16.52,49.56,False
I0000741,O000159,U0022,Rubber Bands,Kitchen Essentials,3M,2,18.11,36.22,True
I0000742,O000159,U0022,Baby Shampoo,Baby and Family Care,Dettol,3,8.24,24.72,False
I0000743,O000159,U0022,Washing Machine Cleaner,Laundry,Vanish,3,21.66,64.98,False
I0000744,O000159,U0022,Kitchen Roll,Kitchen Essentials,Sunlight,3,3.37,10.11,False
I0000745,O000160,U0022,Dishwasher Tablets,Kitchen Essentials,3M,2,20.5,41.0,True
I0000746,O000160,U0022,Rubber Bands,Kitchen Essentials,3M,3,4.71,14.13,False
I0000747,O000160,U0022,Rubber Bands,Kitchen Essentials,3M,3,4.43,13.29,True
I0000748,O000160,U0022,Laundry Detergent,Laundry,Breeze,3,14.06,42.18,False
I0000749,O000160,U0022,Ziplock Bags,Kitchen Essentials,3M,3,15.82,47.46,False
I0000750,O000160,U0022,Rubber Bands,Kitchen Essentials,3M,1,5.61,5.61,False
I0000751,O000161,U0023,Feminine Wash,Baby and Family Care,Johnson and Johnson,1,9.44,9.44,False
I0000752,O000161,U0023,Nappy Rash Cream,Baby and Family Care,Huggies,2,8.53,17.06,False
I0000753,O000161,U0023,Air Freshener,Cleaning Supplies,Cif,2,23.33,46.66,False
I0000754,O000161,U0023,Baby Shampoo,Baby and Family Care,Dettol,3,21.44,64.32,True
I0000755,O000161,U0023,Stain Remover,Laundry,Vanish,2,9.82,19.64,True
I0000756,O000162,U0023,Panty Liners,Baby and Family Care,Huggies,3,13.59,40.77,True
I0000757,O000162,U0023,Laundry Bags,Laundry,Dynamo,1,19.58,19.58,False
I0000758,O000163,U0023,Sanitary Pads,Baby and Family Care,Kotex,2,4.05,8.1,False
I0000759,O000163,U0023,Rubber Gloves,Cleaning Supplies,Cif,2,19.06,38.12,True
I0000760,O000163,U0023,Matches,Kitchen Essentials,Scotch-Brite,1,5.95,5.95,True
I0000761,O000163,U0023,Scrubbing Brush,Cleaning Supplies,Dettol,1,17.16,17.16,False
I0000762,O000164,U0023,Hand Sanitiser,Baby and Family Care,Johnson and Johnson,2,13.29,26.58,False
I0000763,O000164,U0023,Shaving Cream,Toiletries and Personal Care,Pantene,1,24.01,24.01,False
I0000764,O000164,U0023,Sponge,Cleaning Supplies,Giant Brand,1,19.53,19.53,True
I0000765,O000164,U0023,Mouthwash,Toiletries and Personal Care,Darlie,3,18.83,56.49,False
I0000766,O000164,U0023,Laundry Bags,Laundry,Dynamo,2,7.32,14.64,True
I0000767,O000164,U0023,Glass Cleaner,Cleaning Supplies,Mr Muscle,1,21.81,21.81,False
I0000768,O000165,U0023,Baby Bottle Brush,Baby and Family Care,Kotex,3,5.76,17.28,False
I0000769,O000165,U0023,Tissue Paper,Baby and Family Care,Mamypoko,1,4.61,4.61,True
I0000770,O000165,U0023,Feminine Wash,Baby and Family Care,Mamypoko,2,1.92,3.84,True
I0000771,O000166,U0023,Shampoo,Toiletries and Personal Care,Pantene,2,11.51,23.02,True
I0000772,O000166,U0023,Baby Lotion,Baby and Family Care,Johnson and Johnson,1,7.83,7.83,False
I0000773,O000166,U0023,Drain Cleaner,Cleaning Supplies,Cif,2,22.53,45.06,True
I0000774,O000166,U0023,Broom,Cleaning Supplies,Cif,2,12.59,25.18,False
I0000775,O000167,U0023,Mop,Cleaning Supplies,Dettol,1,17.22,17.22,False
I0000776,O000167,U0023,Scrubbing Brush,Cleaning Supplies,Mr Muscle,2,18.92,37.84,False
I0000777,O000167,U0023,Laundry Bags,Laundry,Attack,2,7.1,14.2,False
I0000778,O000167,U0023,Nappy Rash Cream,Baby and Family Care,Huggies,1,16.29,16.29,False
I0000779,O000167,U0023,Panty Liners,Baby and Family Care,Mamypoko,3,11.98,35.94,True
I0000780,O000168,U0023,Tissue Paper,Baby and Family Care,Huggies,1,6.01,6.01,False
I0000781,O000168,U0023,Sponge,Cleaning Supplies,Mr Muscle,2,16.3,32.6,True
I0000782,O000168,U0023,Dryer Sheets,Laundry,Breeze,3,23.39,70.17,False
I0000783,O000168,U0023,Bleach,Cleaning Supplies,Cif,2,2.57,5.14,False
I0000784,O000168,U0023,Candles,Kitchen Essentials,Scotch-Brite,3,20.64,61.92,False
I0000785,O000168,U0023,Clothespins,Laundry,Dynamo,1,11.79,11.79,False
I0000786,O000168,U0023,Trash Bags,Cleaning Supplies,Kao,3,7.88,23.64,True
I0000787,O000168,U0023,Floor Cleaner,Cleaning Supplies,Giant Brand,3,1.71,5.13,False
I0000788,O000169,U0023,Toilet Bowl Cleaner,Cleaning Supplies,Mr Muscle,3,7.81,23.43,True
I0000789,O000169,U0023,Washing Machine Cleaner,Laundry,Downy,2,2.42,4.84,True
I0000790,O000169,U0023,Feminine Wash,Baby and Family Care,Mamypoko,2,22.02,44.04,True
I0000791,O000169,U0023,Baby Lotion,Baby and Family Care,Mamypoko,3,4.23,12.69,False
I0000792,O000169,U0023,Rubber Gloves,Cleaning Supplies,Mr Muscle,1,23.74,23.74,False
I0000793,O000169,U0023,Hand Sanitiser,Baby and Family Care,Dettol,3,8.43,25.29,False
I0000794,O000170,U0023,Trash Bags,Cleaning Supplies,Mr Muscle,1,14.13,14.13,False
I0000795,O000170,U0023,Diapers,Baby and Family Care,Kotex,1,18.48,18.48,False
I0000796,O000170,U0023,Body Wash,Toiletries and Personal Care,Gatsby,3,15.7,47.1,True
I0000797,O000170,U0023,Broom,Cleaning Supplies,Mr Muscle,1,15.17,15.17,False
I0000798,O000170,U0023,Sponge,Cleaning Supplies,Kao,1,18.65,18.65,False
I0000799,O000170,U0023,Dryer Sheets,Laundry,Dynamo,2,5.77,11.54,True
I0000800,O000170,U0023,Air Freshener,Cleaning Supplies,Giant Brand,2,23.67,47.34,True
I0000801,O000171,U0023,Rubber Bands,Kitchen Essentials,3M,1,3.13,3.13,True
I0000802,O000171,U0023,Air Freshener,Cleaning Supplies,Dettol,3,13.88,41.64,False
I0000803,O000171,U0023,Dishwasher Tablets,Kitchen Essentials,Sunlight,2,10.52,21.04,True
I0000804,O000172,U0024,Air Freshener,Cleaning Supplies,Dettol,2,4.85,9.7,False
I0000805,O000172,U0024,Floor Cleaner,Cleaning Supplies,Dettol,3,18.8,56.4,False
I0000806,O000173,U0024,Broom,Cleaning Supplies,Cif,2,9.3,18.6,True
I0000807,O000173,U0024,Trash Bags,Cleaning Supplies,Mr Muscle,3,14.27,42.81,True
I0000808,O000173,U0024,Scrubbing Brush,Cleaning Supplies,Mr Muscle,1,13.52,13.52,False
I0000809,O000173,U0024,Multi-Purpose Spray,Cleaning Supplies,Dettol,1,11.54,11.54,True
I0000810,O000173,U0024,Shampoo,Toiletries and Personal Care,Gatsby,2,17.64,35.28,False
I0000811,O000173,U0024,Stain Remover,Laundry,Downy,1,6.78,6.78,False
I0000812,O000173,U0024,Toilet Bowl Cleaner,Cleaning Supplies,Giant Brand,2,4.28,8.56,False
I0000813,O000173,U0024,Hand Sanitiser,Baby and Family Care,Huggies,3,5.05,15.15,False
I0000814,O000174,U0024,Rubber Gloves,Cleaning Supplies,Mr Muscle,3,20.71,62.13,False
I0000815,O000174,U0024,Broom,Cleaning Supplies,Mr Muscle,2,20.55,41.1,False
I0000816,O000174,U0024,Floor Cleaner,Cleaning Supplies,Cif,3,4.94,14.82,True
I0000817,O000174,U0024,Air Freshener,Cleaning Supplies,Kao,1,4.16,4.16,False
I0000818,O000174,U0024,Sponge,Cleaning Supplies,Dettol,2,24.88,49.76,True
I0000819,O000175,U0024,Mop,Cleaning Supplies,Giant Brand,3,9.34,28.02,False
I0000820,O000175,U0024,Conditioner,Toiletries and Personal Care,Darlie,2,14.41,28.82,False
I0000821,O000175,U0024,Scrubbing Brush,Cleaning Supplies,Cif,2,3.47,6.94,False
I0000822,O000175,U0024,Air Freshener,Cleaning Supplies,Cif,3,3.55,10.65,False
I0000823,O000175,U0024,Drain Cleaner,Cleaning Supplies,Dettol,2,14.62,29.24,False
I0000824,O000176,U0024,Baby Bottle Brush,Baby and Family Care,Mamypoko,2,12.32,24.64,False
I0000825,O000176,U0024,Mop,Cleaning Supplies,Cif,1,20.95,20.95,True
I0000826,O000176,U0024,Trash Bags,Cleaning Supplies,Cif,2,18.73,37.46,False
I0000827,O000176,U0024,Floor Cleaner,Cleaning Supplies,Dettol,3,15.17,45.51,False
I0000828,O000177,U0024,Toilet Bowl Cleaner,Cleaning Supplies,Dettol,3,21.03,63.09,False
I0000829,O000177,U0024,Fabric Softener,Laundry,Downy,3,13.9,41.7,False
I0000830,O000177,U0024,Trash Bags,Cleaning Supplies,Mr Muscle,2,19.86,39.72,False
I0000831,O000178,U0024,Air Freshener,Cleaning Supplies,Cif,3,5.27,15.81,False
I0000832,O000178,U0024,Broom,Cleaning Supplies,Giant Brand,3,20.99,62.97,False
I0000833,O000178,U0024,Trash Bags,Cleaning Supplies,Cif,2,23.39,46.78,False
I0000834,O000178,U0024,Mop,Cleaning Supplies,Cif,3,6.48,19.44,False
I0000835,O000178,U0024,Glass Cleaner,Cleaning Supplies,Giant Brand,3,21.28,63.84,False
I0000836,O000178,U0024,Disinfectant Wipes,Cleaning Supplies,Kao,2,5.37,10.74,False
I0000837,O000178,U0024,Multi-Purpose Spray,Cleaning Supplies,Mr Muscle,1,3.95,3.95,False
I0000838,O000179,U0024,Toilet Bowl Cleaner,Cleaning Supplies,Cif,3,1.76,5.28,False
I0000839,O000179,U0024,Multi-Purpose Spray,Cleaning Supplies,Dettol,1,7.83,7.83,False
I0000840,O000179,U0024,Sponge,Cleaning Supplies,Kao,1,2.63,2.63,True
I0000841,O000180,U0024,Mop,Cleaning Supplies,Giant Brand,1,8.89,8.89,False
I0000842,O000180,U0024,Glass Cleaner,Cleaning Supplies,Dettol,2,11.07,22.14,False
I0000843,O000180,U0024,Air Freshener,Cleaning Supplies,Cif,1,15.3,15.3,False
I0000844,O000180,U0024,Drain Cleaner,Cleaning Supplies,Dettol,2,5.29,10.58,False
I0000845,O000180,U0024,Rubber Gloves,Cleaning Supplies,Dettol,3,6.94,20.82,True
I0000846,O000180,U0024,Sponge,Cleaning Supplies,Cif,3,13.63,40.89,False
I0000847,O000180,U0024,Feminine Wash,Baby and Family Care,Johnson and Johnson,2,19.96,39.92,False
I0000848,O000180,U0024,Drain Cleaner,Cleaning Supplies,Kao,1,22.43,22.43,False
I0000849,O000181,U0024,Glass Cleaner,Cleaning Supplies,Giant Brand,3,24.87,74.61,True
I0000850,O000181,U0024,Air Freshener,Cleaning Supplies,Mr Muscle,3,21.89,65.67,False
I0000851,O000181,U0024,Stain Remover,Laundry,Dynamo,2,8.87,17.74,False
I0000852,O000181,U0024,Bleach,Cleaning Supplies,Giant Brand,2,9.8,19.6,True
I0000853,O000181,U0024,Laundry Detergent,Laundry,Vanish,2,24.49,48.98,False
I0000854,O000181,U0024,Glass Cleaner,Cleaning Supplies,Dettol,3,12.97,38.91,False
I0000855,O000182,U0024,Scrubbing Brush,Cleaning Supplies,Kao,2,13.54,27.08,False
I0000856,O000182,U0024,Toilet Bowl Cleaner,Cleaning Supplies,Kao,3,12.08,36.24,False
I0000857,O000182,U0024,Glass Cleaner,Cleaning Supplies,Giant Brand,3,2.84,8.52,False
I0000858,O000182,U0024,Ironing Board Cover,Laundry,Dynamo,1,21.55,21.55,False
I0000859,O000182,U0024,Mop,Cleaning Supplies,Dettol,1,10.62,10.62,False
I0000860,O000182,U0024,Broom,Cleaning Supplies,Kao,3,14.08,42.24,False
I0000861,O000183,U0024,Feminine Wash,Baby and Family Care,Dettol,2,6.19,12.38,False
I0000862,O000183,U0024,Sponge,Cleaning Supplies,Kao,1,18.0,18.0,False
I0000863,O000184,U0024,Sponge,Cleaning Supplies,Cif,2,14.85,29.7,False
I0000864,O000184,U0024,Multi-Purpose Spray,Cleaning Supplies,Mr Muscle,2,24.5,49.0,True
I0000865,O000184,U0024,Floor Cleaner,Cleaning Supplies,Kao,2,7.42,14.84,True
I0000866,O000185,U0024,Trash Bags,Cleaning Supplies,Kao,2,13.83,27.66,False
I0000867,O000185,U0024,Drain Cleaner,Cleaning Supplies,Dettol,1,22.53,22.53,False
I0000868,O000186,U0024,Scrubbing Brush,Cleaning Supplies,Cif,3,11.76,35.28,False
I0000869,O000186,U0024,Drain Cleaner,Cleaning Supplies,Dettol,3,19.9,59.7,False
I0000870,O000186,U0024,Rubber Gloves,Cleaning Supplies,Giant Brand,3,4.9,14.7,False
I0000871,O000186,U0024,Dish Rack,Kitchen Essentials,Glad,1,5.04,5.04,False
I0000872,O000186,U0024,Drain Cleaner,Cleaning Supplies,Mr Muscle,1,20.11,20.11,False
I0000873,O000187,U0025,Sanitary Pads,Baby and Family Care,Mamypoko,3,12.06,36.18,False
I0000874,O000187,U0025,Cling Wrap,Kitchen Essentials,Scotch-Brite,2,17.87,35.74,False
I0000875,O000188,U0025,Cling Wrap,Kitchen Essentials,3M,1,10.2,10.2,False
I0000876,O000188,U0025,Aluminium Foil,Kitchen Essentials,3M,1,17.93,17.93,False
I0000877,O000188,U0025,Rubber Bands,Kitchen Essentials,Glad,2,20.96,41.92,False
I0000878,O000188,U0025,Mouthwash,Toiletries and Personal Care,Dove,1,12.28,12.28,False
I0000879,O000189,U0025,Scouring Pad,Kitchen Essentials,Giant Brand,3,8.16,24.48,False
I0000880,O000189,U0025,Nappy Rash Cream,Baby and Family Care,Huggies,1,20.44,20.44,True
I0000881,O000189,U0025,Dish Rack,Kitchen Essentials,Giant Brand,1,13.17,13.17,False
I0000882,O000189,U0025,Mop,Cleaning Supplies,Kao,3,15.16,45.48,True
I0000883,O000189,U0025,Rubber Bands,Kitchen Essentials,Scotch-Brite,1,19.76,19.76,False
I0000884,O000190,U0025,Dishwasher Tablets,Kitchen Essentials,Glad,2,11.2,22.4,False
I0000885,O000190,U0025,Scouring Pad,Kitchen Essentials,Giant Brand,1,23.58,23.58,False
I0000886,O000190,U0025,Aluminium Foil,Kitchen Essentials,Glad,2,21.2,42.4,False
I0000887,O000190,U0025,Cling Wrap,Kitchen Essentials,Sunlight,2,2.27,4.54,True
I0000888,O000190,U0025,Baby Powder,Baby and Family Care,Kotex,3,15.6,46.8,False
I0000889,O000190,U0025,Sunscreen,Toiletries and Personal Care,Pantene,3,24.38,73.14,True
I0000890,O000190,U0025,Dish Soap,Kitchen Essentials,3M,2,4.53,9.06,False
I0000891,O000190,U0025,Trash Bags,Cleaning Supplies,Kao,2,13.66,27.32,False
I0000892,O000191,U0025,Dishwasher Tablets,Kitchen Essentials,3M,2,21.31,42.62,False
I0000893,O000191,U0025,Matches,Kitchen Essentials,Scotch-Brite,2,6.29,12.58,True
I0000894,O000191,U0025,Scouring Pad,Kitchen Essentials,3M,1,2.15,2.15,False
I0000895,O000191,U0025,Disinfectant Wipes,Cleaning Supplies,Giant Brand,2,2.09,4.18,False
I0000896,O000191,U0025,Cling Wrap,Kitchen Essentials,Glad,1,7.13,7.13,False
I0000897,O000191,U0025,Matches,Kitchen Essentials,Scotch-Brite,3,19.83,59.49,False
I0000898,O000191,U0025,Ziplock Bags,Kitchen Essentials,Sunlight,2,3.45,6.9,True
I0000899,O000191,U0025,Dish Rack,Kitchen Essentials,Sunlight,1,12.29,12.29,False
I0000900,O000192,U0025,Kitchen Roll,Kitchen Essentials,Sunlight,1,13.11,13.11,False
I0000901,O000192,U0025,Facial Cleanser,Toiletries and Personal Care,Dove,2,20.19,40.38,False
I0000902,O000192,U0025,Scouring Pad,Kitchen Essentials,Sunlight,1,17.65,17.65,False
I0000903,O000192,U0025,Candles,Kitchen Essentials,Scotch-Brite,1,8.52,8.52,False
I0000904,O000193,U0025,Fabric Softener,Laundry,Attack,3,14.34,43.02,True
I0000905,O000193,U0025,Feminine Wash,Baby and Family Care,Huggies,1,15.74,15.74,False
I0000906,O000193,U0025,Kitchen Roll,Kitchen Essentials,Scotch-Brite,2,4.2,8.4,True
I0000907,O000193,U0025,Cling Wrap,Kitchen Essentials,Sunlight,3,17.75,53.25,True
I0000908,O000194,U0025,Deodorant,Toiletries and Personal Care,Gatsby,3,16.82,50.46,False
I0000909,O000194,U0025,Sunscreen,Toiletries and Personal Care,Nivea,2,23.18,46.36,False
I0000910,O000194,U0025,Bottle Brush,Kitchen Essentials,Glad,2,3.92,7.84,False
I0000911,O000195,U0025,Bottle Brush,Kitchen Essentials,Giant Brand,2,22.25,44.5,False
I0000912,O000195,U0025,Baby Lotion,Baby and Family Care,Johnson and Johnson,3,4.03,12.09,False
I0000913,O000195,U0025,Ziplock Bags,Kitchen Essentials,Glad,3,20.75,62.25,False
I0000914,O000195,U0025,Panty Liners,Baby and Family Care,Kotex,2,15.29,30.58,False
I0000915,O000195,U0025,Aluminium Foil,Kitchen Essentials,3M,2,10.86,21.72,True
I0000916,O000195,U0025,Sunscreen,Toiletries and Personal Care,Pantene,2,7.26,14.52,True
I0000917,O000195,U0025,Kitchen Roll,Kitchen Essentials,Glad,1,1.73,1.73,False
I0000918,O000195,U0025,Drain Cleaner,Cleaning Supplies,Kao,3,20.19,60.57,False
I0000919,O000196,U0025,Matches,Kitchen Essentials,Scotch-Brite,1,14.68,14.68,False
I0000920,O000196,U0025,Baby Shampoo,Baby and Family Care,Huggies,3,22.48,67.44,False
I0000921,O000196,U0025,Floss,Toiletries and Personal Care,Colgate,1,6.13,6.13,False
I0000922,O000196,U0025,Aluminium Foil,Kitchen Essentials,Giant Brand,1,4.42,4.42,True
I0000923,O000197,U0025,Dish Soap,Kitchen Essentials,Glad,1,16.63,16.63,False
I0000924,O000197,U0025,Tissue Paper,Baby and Family Care,Dettol,2,4.58,9.16,False
I0000925,O000197,U0025,Matches,Kitchen Essentials,3M,1,9.43,9.43,True
I0000926,O000197,U0025,Rubber Bands,Kitchen Essentials,Glad,2,8.95,17.9,False
I0000927,O000197,U0025,Ziplock Bags,Kitchen Essentials,Giant Brand,3,2.61,7.83,False
I0000928,O000198,U0026,Sanitary Pads,Baby and Family Care,Kotex,1,2.19,2.19,True
I0000929,O000198,U0026,Ironing Board Cover,Laundry,Vanish,3,18.52,55.56,True
I0000930,O000199,U0026,Cotton Buds,Toiletries and Personal Care,Dove,3,21.9,65.7,False
I0000931,O000199,U0026,Broom,Cleaning Supplies,Dettol,2,3.26,6.52,False
I0000932,O000199,U0026,Toothbrush,Toiletries and Personal Care,Colgate,3,5.5,16.5,True
I0000933,O000199,U0026,Dish Soap,Kitchen Essentials,Glad,1,19.2,19.2,False
I0000934,O000199,U0026,Moisturiser,Toiletries and Personal Care,Gatsby,2,17.2,34.4,False
I0000935,O000199,U0026,Shaving Cream,Toiletries and Personal Care,Gatsby,2,24.44,48.88,False
I0000936,O000199,U0026,Shampoo,Toiletries and Personal Care,Dove,2,19.51,39.02,False
I0000937,O000199,U0026,Candles,Kitchen Essentials,Scotch-Brite,3,3.33,9.99,False
I0000938,O000200,U0026,Toothbrush,Toiletries and Personal Care,Pantene,2,3.96,7.92,True
I0000939,O000200,U0026,Sunscreen,Toiletries and Personal Care,Nivea,2,19.37,38.74,False
I0000940,O000200,U0026,Dishwasher Tablets,Kitchen Essentials,3M,1,22.98,22.98,True
I0000941,O000201,U0026,Aluminium Foil,Kitchen Essentials,Giant Brand,1,3.11,3.11,False
I0000942,O000201,U0026,Sanitary Pads,Baby and Family Care,Kotex,3,3.9,11.7,False
I0000943,O000201,U0026,Washing Machine Cleaner,Laundry,Downy,1,22.51,22.51,True
I0000944,O000201,U0026,Sunscreen,Toiletries and Personal Care,Darlie,2,7.74,15.48,False
I0000945,O000201,U0026,Mouthwash,Toiletries and Personal Care,Pantene,1,10.83,10.83,False
I0000946,O000201,U0026,Deodorant,Toiletries and Personal Care,Colgate,2,3.8,7.6,False
I0000947,O000201,U0026,Sunscreen,Toiletries and Personal Care,Pantene,2,5.95,11.9,True
I0000948,O000201,U0026,Facial Cleanser,Toiletries and Personal Care,Nivea,2,4.07,8.14,True
I0000949,O000202,U0026,Washing Machine Cleaner,Laundry,Vanish,1,3.05,3.05,True
I0000950,O000202,U0026,Toothpaste,Toiletries and Personal Care,Darlie,2,3.88,7.76,False
I0000951,O000203,U0026,Scouring Pad,Kitchen Essentials,3M,2,18.75,37.5,True
I0000952,O000203,U0026,Shaving Cream,Toiletries and Personal Care,Gatsby,2,21.54,43.08,False
I0000953,O000203,U0026,Laundry Bags,Laundry,Downy,1,9.31,9.31,False
I0000954,O000203,U0026,Ziplock Bags,Kitchen Essentials,Giant Brand,2,9.35,18.7,True
I0000955,O000203,U0026,Laundry Bags,Laundry,Downy,3,19.37,58.11,True
I0000956,O000203,U0026,Shaving Cream,Toiletries and Personal Care,Nivea,1,12.98,12.98,True
I0000957,O000203,U0026,Fabric Softener,Laundry,Attack,3,24.77,74.31,False
I0000958,O000203,U0026,Kitchen Roll,Kitchen Essentials,Scotch-Brite,1,3.85,3.85,False
I0000959,O000204,U0026,Body Wash,Toiletries and Personal Care,Gatsby,2,7.46,14.92,False
